Product Name,Calories,Protein,Carbohydrates,Fat,Sugars,Category,Serving Size,DietarySuitability,ContainsGluten,ContainsDairy,ContainsNuts,ContainsPeanuts,ContainsSoy,ContainsEggs,ContainsSesame,ContainsFish,IsDiabeticFriendly,ContainsMeat,Image
"Chicken, thigh, fried in soy oil",274,18,0.3,21.8,0,Meat,100,"Vegan,  DiabeticFriendly",0,0,0,0,1,0,0,0,1,1,PIC/chicken_thigh_fried_02.png
"Chicken, thigh, fried in corn oil",264,17.2,0.3,21,0,Meat,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,1,PIC/chicken_thigh_fried_in.png
"Chicken, wing, boneless, grilled, skin eaten",290,26.9,0,19.5,0,Meat,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,1,PIC/chicken_wing_boneless_grilled.png
"Chicken, wing, boneless, grilled, skin 0t eaten",211,30.1,0,9.1,0,Meat,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,1,PIC/chicken_wing_boneless_grilled2.png
"Chicken, wing, roasted, broiled, or baked, skin eaten",252,23.6,0,16.7,0,Meat,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,1,PIC/chicken_wing_roasted_broiled.png
"Chicken, wing, roasted, broiled, or baked, skin 0t eaten",201,30.2,0,8.1,0,Meat,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,1,PIC/chicken_wing_roasted_broiled1.png
"Chicken, wing, stewed, skin eaten",247,22.6,0,16.7,0,Meat,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,1,PIC/chicken_wing_stewed_skin.png
"Chicken, wing, stewed, skin 0t eaten",179,27,0,7.1,0,Meat,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,1,PIC/chicken_wing_stewed_skin1.png
"Chicken, wing, with skin, fried in ca0la oil",371,31.7,0,26.2,0,Meat,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,1,PIC/chicken_wing_fried_in.png
"Chicken, wing, with skin,fried in soy oil",318,23,12.2,19,0.4,Meat,100,Vegan,0,0,0,0,1,0,0,0,0,1,PIC/chicken_wing_fried_in2.png
"Chicken, wing, grilled, MamaOf",172,19,2.6,9.5,0.2,Meat,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,1,PIC/chicken_wings_cooked_with.png
"Chicken, broilers or fryers, back, meat only, cooked, roasted",239,28.2,0,13.2,0,Meat,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,1,PIC/chicken_whole_roasted_broiled.png
"Chicken, patties, fried or grilled",244,12.5,8,18,2,Meat,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,1,PIC/hicken_whole_stewed.png
"Chicken, back, with or without bone, stewed, skin 0t eaten",209,25.3,0,11.2,0,Meat,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,1,PIC/chicken_whole_fried_in.png
"Chicken, ground with soy protein, cooked",156,17.8,0.9,8.9,0,Meat,100,"Vegan,  DiabeticFriendly",0,0,0,0,1,0,0,0,1,1,PIC/ground_chicken_soy_protein.png
"Turkey, light meat, cooked, NS as to skin eaten",139,28.8,0,2.1,0,Meat,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,1,PIC/turkey_light_meat_cooked.png
"Turkey, shnitzel, coated, fried in olive oil",214,30.9,13.1,3,0.4,Meat,100,Vegan,0,0,0,0,0,0,0,0,0,1,PIC/turkey_shnitzel_coated_fried.png
"Turkey, light meat, cooked, skin 0t eaten",139,28.8,0,2.1,0,Meat,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,1,PIC/turkey_light_meat_cooked2.png
"Turkey, breast, stewed",108,24.8,0,1,0,Meat,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,1,PIC/turkey_breast_stewed.png
"Turkey, light meat, cooked, skin eaten",169,28.3,0,5.6,0,Meat,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,1,PIC/turkey_leg_roasted_skin.png
"Shnitzel, turkey, coated, fried without oil",208,31.1,13.2,2.1,0.4,Meat,100,Vegan,0,0,0,0,0,0,0,0,0,1,PIC/shnitzel_turkey_coated_fried.png
"Shnitzel, turkey, coated, fried in soy oil",214,30.9,13.1,3,0.4,Meat,100,Vegan,0,0,0,0,1,0,0,0,0,1,PIC/shnitzel_turkey_fried_in.png
"Shnitzel, turkey, coated, fried in corn oil",214,30.9,13.1,3,0.4,Meat,100,Vegan,0,0,0,0,0,0,0,0,0,1,PIC/shnitzel_turkey_coated_fried1.png
"Shnitzel, turkey, fried in ca0la oil, 0 breadcrumbs",188,32,5.4,3.1,0.1,Meat,100,"Vegan,  DiabeticFriendly",1,0,0,0,0,0,0,0,1,1,PIC/shnitzel_turkey_fried_in7.png
"Shnitzel, turkey, coated, fried in ca0la oil",214,30.8,13.1,3,0.4,Meat,100,Vegan,0,0,0,0,0,0,0,0,0,1,PIC/shnitzel_turkey_coated_fried2.png
"Turkey, stir-fried with green pepper in ca0la oil",89,13.7,2.1,2.3,1.4,Meat,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,1,PIC/turkey_stir-fried_with.png
"Turkey, breast, fried in olive oil",130,27,0,1.5,0,Meat,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,1,PIC/turkey_cooked_with_garlic.png
"Turkey, breast, fried in soy oil",115,22.1,1.6,1.4,0.9,Meat,100,"Vegan,  DiabeticFriendly",0,0,0,0,1,0,0,0,1,1,PIC/turkey_breast_fried_in.png
"Turkey, dark meat, leg, fried in olive oil",132,23,0,3.9,0,Meat,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,1,PIC/turkey_breast_stir-fried.png
"Turkey, thigh, fried in olive oil",177,21.6,0,9.6,0,Meat,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,1,
"Turkey, all classes, leg, meat and skin, cooked, roasted",160,21.5,0,7.6,0,Meat,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,1,PIC/turkey_all_classes_leg.png
"Turkey, cooked in tomato sauce, with soy oil",138,21.1,2.9,4,1.9,Meat,100,"Vegan,  DiabeticFriendly",0,0,0,0,1,0,0,0,1,1,PIC/turkey_cooked_in_tomato.png
"Turkey, light or dark meat, stewed, skin 0t eaten",154,30.9,0,2.9,0.1,Meat,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,1,PIC/turkey_light_or_dark.png
"Turkey, cooked with onion, 0 added oil",148,28.1,1.8,2.7,1,Meat,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,1,PIC/turkey_cooked_with_onion.png
"Turkey, light or dark meat, smoked, cooked, skin eaten",208,28.1,0,9.7,0,Meat,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,1,PIC/turkey_light_or_dark1.png
"Turkey, mixed grill, Jerusalem style,with breast, hearts and onion fried in soy oil",196,32.1,3.2,5.1,1.7,Meat,100,"Vegan,  DiabeticFriendly",0,0,0,0,1,0,0,0,1,1,PIC/turkey_mixed_grill_jerusalem.png
"Turkey, breast, baked, OfTov",105,16,1.3,4,0,Meat,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,1,PIC/turkey_breast_baked_oftov.png
"Turkey, drumstick, cooked, skin 0t eaten",144,28.5,0,3.4,0,Meat,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,1,PIC/turkey_drumstick_cooked_skin1.png
"Turkey, drumstick, cooked, skin eaten",203,26.9,0,10.1,0,Meat,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,1,PIC/turkey_drumstick_cooked_skin2.png
"Turkey, thigh, cooked, NS as to skin eaten",182,24.4,0.3,9.3,0,Meat,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,1,PIC/turkey_neck_cooked.png
"Turkey, thigh, cooked, skin 0t eaten",161,26.9,0,6,0,Meat,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,1,PIC/turkey_breast_pastrami.png
"Turkey, neck, meat only, cooked",161,22.3,0,7.3,0,Meat,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,1,PIC/smoked_turkey_sliced.png
"Turkey, wing, cooked, skin eaten",202,26.9,0,10,0,Meat,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,1,PIC/turkey_sausage_cooked.png
"Turkey, rolled roast, light or dark meat, cooked",155,21.3,3.1,5.8,0,Meat,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,1,PIC/turkey_rolled_roast_cooked.png
"Turkey, ground, cooked",210,22,0,13.6,0,Meat,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,1,PIC/turkey_ground_cooked.png
,,,0,12.9,0,Dish,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,0,
,,,0,14,0,Dish,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,0,
"Beef, liver, braised",189,28.8,5.1,5.2,0,Meat,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,1,PIC/beef_liver_braised.png
"Veal, liver, fried in olive oil",250,28.1,5.4,12.2,0,Dish,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,1,PIC/veal_liver_fried_olive.png
"Beef, liver, coated, fried in ca0la oil",311,25.6,15,15.7,0.5,Meat,100,Vegan,0,0,0,0,0,0,0,0,0,1,PIC/beefF_liver_coated_fried.png
"Beef, liver, coated, fried, 0 oil",271,26.1,26,5.7,0.5,Meat,100,Vegan,0,0,0,0,0,0,0,0,0,1,PIC/
"Chicken, liver, braised",166,24.3,0.9,6.5,0,Meat,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,1,PIC/chicken_liver_braised.png
"Chicken, liver,coated, fried without oil",295,26.5,25.8,8.1,0.6,Meat,100,Vegan,0,0,0,0,0,0,0,0,0,1,PIC/chicken_liver_coated_fried.png
"Chicken, liver, fried with onion in ca0la oil",195,17.4,2.8,12.1,1.6,Meat,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,1,PIC/chicken_liver_fried_onion.png
"Chicken, liver, fried in soy oil",196,17.4,2.8,12.1,1.6,Meat,100,"Vegan,  DiabeticFriendly",0,0,0,0,1,0,0,0,1,1,PIC/chicken_liver_fried_in.png
"Chicken, liver, fried in olive oil",188,16,3.5,11.6,2,Meat,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,1,PIC/chicken_liver_fried_in1.png
"Chicken, liver, fried with onion in corn oil",196,17.4,2.8,12.1,1.6,Meat,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,1,PIC/chicken_liver_fried_with.png
"Chicken, liver, fried in sunflower oil",195,17.4,2.8,12.1,1.6,Meat,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,1,PIC/chicken_liver_fried_in2.png
"Chicken, liver, fried with onion in wine, with soy oil",127,12.2,6.1,3.3,2.5,Meat,100,"Vegan,  DiabeticFriendly",0,0,0,0,1,0,0,0,1,1,PIC/chicken_liver_fried_with2.png
"Heart, cooked",164,28.2,0.2,4.7,0,Dish,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,0,PIC/
"Chicken, hearts, fried in olive oil",221,15.7,0.7,16.9,0.7,Meat,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,1,PIC/chicken_hearts_fried_in.png
"Chicken, hearts, fried without oil",165,16.9,0.8,10.1,0.8,Meat,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,1,PIC/chicken_hearts_fried_without.png
"Kidney, cooked",157,27,0,4.6,0,Dish,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,0,PIC/kidney_cooked.png
"Brains, cooked",150,11.6,1.5,10.4,0,Meat,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,0,PIC/
"Tongue, beef, smoked, cured, or pickled, cooked",277,18.8,0,21.7,0,Meat,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,1,PIC/tongue_beef_smoked_cured.png
"beef, cooked",89,12.6,0,3.9,0,Meat,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,1,PIC/beef_cooked.png
"Gizzard, chicken, cooked",153,30.1,0,2.7,0,Meat,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,1,PIC/gizzard_chicken_cooked.png
"Gizzards, chicken, cooked in tomatoes and soy oil",124,17.5,2.3,4.4,1.5,Meat,100,"Vegan,  DiabeticFriendly",0,0,0,0,1,0,0,0,1,1,PIC/gizzards_chicken_cooked_in.png
"Lungs, beef, cooked",120,20.4,0,3.7,0,Meat,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,1,PIC/lungs_beef_cooked.png
"Spleen, beef, cooked",145,25.1,0,4.2,0,Meat,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,1,PIC/spleen_beef_cooked.png
"Pastrami, turkey/chicken breast, BBQ/wine/grilled, Soglowek",98,16,4,2,4,Meat,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,1,PIC/pastrami_turkey_pastrami_charcoal-cooked.png
"Pastrami, turkey, pastrami, charcoal-cooked, low cholesterol, Tirat Tzvi",98,16,4,2,0,Meat,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,0,1,1,PIC/fish_sea_bream_cooked.png
"Fish, sea bream, uncooked, DagShean",128,21,,4.9,,Fish,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,1,1,0,PIC/
"Fish, sea bream, coated, fried in soy oil",245,25,5.5,13.7,0.1,Fish,100,"Vegan,  DiabeticFriendly",0,0,0,0,1,0,0,1,1,0,PIC/fish_sea_bream_coated.png
"Fish, sea bream, coated, fried in corn oil",271,25,5.5,16.3,0.1,Fish,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,1,1,0,PIC/fish_sea_bream_coated2.png
"Fish, sea bream, coated, fried, fat 0t added",195,27,5.9,6.8,0.1,Fish,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,1,1,0,PIC/fish_sea_bream_coated2.png
"Fish, sea bream, 0t coated,  grilled in soy oil",218,25.3,0,13.1,0,Fish,100,"Vegan,  DiabeticFriendly",0,0,0,0,1,0,0,1,1,0,PIC/fish_sea_bream_t.png
"Fish, hake,  patties, fried in ca0la oil",182,17.8,6.3,8.9,0.3,Fish,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,1,1,0,PIC/fish_hake_patties_fried.png
"Fish, hake, patties, fried in soy oil",182,17.8,6.3,8.9,0.3,Fish,100,"Vegan,  DiabeticFriendly",0,0,0,0,1,0,0,1,1,0,PIC/fish_hake_patties_fried2.png
"Fish, hake, patties, cooked in tomato sauce, with soy oil",146,9.9,7.1,8.4,2.4,Fish,100,"Vegan,  DiabeticFriendly",0,0,0,0,1,0,0,1,1,0,PIC/fish_hake_patties_cooked.png
"Fish, Nile perch, patties, fried, fat 0t added",131,18.2,6.8,2.8,0.3,Fish,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,1,1,0,PIC/ fish_hake_patties_fried3.png
"Fish, Nile perch, patties, cooked in tomato sauce and soy oil",139,10.3,3.5,9,1.1,Fish,100,"Vegan,  DiabeticFriendly",0,0,0,0,1,0,0,1,1,0,PIC/fish_nile_perch_patties.png
"Fish, tilapia, coated, fried,fat 0t added",193,25.7,5.9,7.3,0.1,Fish,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,1,1,0,PIC/fish_tilapia_coated_friedfat.png
"Fish, tilapia, cooked",128,26.1,0,2.7,0,Fish,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,1,1,0,PICfish_tilapia_cooked.png
"Fish, tilapia, cooked without oil",164,25.7,0,6.8,0,Fish,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,1,1,0,PIC/fish_tilapia_cooked_without.png
"Fish, tilapia, coated, fried in soy oil,",244,23.8,5.5,14.1,0.1,Fish,100,"Vegan,  DiabeticFriendly",0,0,0,0,1,0,0,1,1,0,PIC/fish_tilapia_coated_fried.png
"Fish, tilapia, coated, fried in olive oilng ",244,23.8,5.5,14.1,0.1,Fish,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,1,1,0,PIC/fish_tilapia_coated_fried1.png
"Fish, tilapia, coated, fried in ca0la oil",244,23.8,5.5,14.1,0.1,Fish,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,1,1,0,PIC/fish_tilapia_coated_fried2.png
"Fish, tilapia, cooked in soy oil-based tomato sauce ",138,18.7,2.8,5.7,2,Fish,100,"Vegan,  DiabeticFriendly",0,0,0,0,1,0,0,1,1,0,PIC/fish_tilapia_cooked_in.png
"Fish, tilapia, baked with lemon juice, with soy oil",180,24.1,0.3,9.3,0.1,Fish,100,"Vegan,  DiabeticFriendly",0,0,0,0,1,0,0,1,1,0,PIC/fish_tilapia_baked_with.png
"Fish, tilapia, baked with lemon juice and ca0la oil",180,24.1,0.3,9.3,0.1,Fish,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,1,1,0,PIC/fish_tilapia_baked_with2.png
"Fish, tilapia, baked with mustard, honey and olive oil sauce",115,14.5,2.5,5.3,1.5,Fish,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,1,1,0,PIC/fish_tilapia_baked_with3.png
"Fish, carp, cooked with lemon juice and olive oil",213,19.8,1.5,14.3,0.1,Fish,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,1,1,0,PIC/fish_trout_baked_with.png
"Fish, carp, baked with lemon juice, with soy oil",185,20.9,1.2,10.8,0.1,Fish,100,"Vegan,  DiabeticFriendly",0,0,0,0,1,0,0,1,1,0,PIC/fish_trout_grilled.png
"Fish, carp, stuffed (gefilte fish)",199,13.7,6.9,12.8,2.3,Fish,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,1,1,0,PIC/fish_carp_stuffed_gefilte.png
"Fish, carp, coated, fried in soy oil",262,20.6,10.6,15,0.2,Fish,100,Vegan,0,0,0,0,1,0,0,1,0,0,PIC/fish_carp_baked_with.png
"Fish, cod (hake), baked with lemon juice and soy oil",160,21,0.3,7.9,0.1,Fish,100,"Vegan,  DiabeticFriendly",0,0,0,0,1,0,0,1,1,0,PIC/fish_sole_baked.png
"Fish, sole, coated, fried in soy oil",187,14.2,7.7,10.6,0.2,Fish,100,"Vegan,  DiabeticFriendly",0,0,0,0,1,0,0,1,1,0,PIC/fish_sole_coated_fried.png
"Fish, sole, baked with lemon juice and margarine",107,14.3,0.3,5,0.1,Fish,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,1,1,0,PIC/fish_sole_baked_lemon.png
"Fish, sole, baked with lemon juice and soy oil",107,14.5,0.3,5.1,0.1,Fish,100,"Vegan,  DiabeticFriendly",0,0,0,0,1,0,0,1,1,0,PIC/fish_sole_baked_lemon1.png
"Fish, sole, coated without breadcrumbs, baked in soy oil",159,14.7,4.7,8.6,0.1,Fish,100,"Vegan,  DiabeticFriendly",1,0,0,0,1,0,0,1,1,0,PIC/fish_sole_baked_with.png
"Fish, sole, coated, fried in ca0la oil",187,14.2,7.7,10.6,0.2,Fish,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,1,1,0,PIC/fish_sole_coated_fried.png
"Fish, sole, coated without breadcrumbs, fried in soy oil",198,14,10.8,10.4,0.1,Fish,100,Vegan,1,0,0,0,1,0,0,1,0,0,PIC/fish_sole_coated_without.png
"Fish, sole, cooked in tomato sauce and ca0la oil",103,9.7,1.8,6,1.6,Fish,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,1,1,0,PIC/fish_sole_cooked_tomato.png
"Fish, salmon, fried in ca0la oil",165,25.3,0,6.4,0,Fish,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,1,1,0,PIC/fish_sole_coated_fried3.png
"Fish, sole, coated, fried in olive oil ",187,14.2,7.7,10.6,0.2,Fish,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,1,1,0,PIC/fish_sole_coated_fried4.png
"Fish, sole, coated and floured, fried in olive oil, 0 breadcrumbs ",198,14,10.8,10.4,0.1,Fish,100,Vegan,1,0,0,0,0,0,0,1,0,0,PIC/fish_sole_coated_and.png
"Fish, hake, coated without breadcrumbs, fried, fat 0t added",127,20.1,5.3,2.1,0.1,Fish,100,"Vegan,  DiabeticFriendly",1,0,0,0,0,0,0,1,1,0,PIC/fish_hake_coated_without.png
"Fish, hake, cooked without oil",96,21.1,0,0.6,0,Fish,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,1,1,0,PIC/fish_hake_cooked_without.png
"Fish, hake, cooked with onion, carrot, and soy oil",96,11.9,3.3,3.3,2.1,Fish,100,"Vegan,  DiabeticFriendly",0,0,0,0,1,0,0,1,1,0,PIC/fish_hake_cooked_with.png
"Fish, hake, fried in olive oil, wine  and lemon",172,21,0.6,8,0.2,Fish,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,1,1,0,PIC/fish_hake_fried_in.png
"Fish, hake, 0t coated, fried in ca0la oil",92,18.4,0,1.4,0,Fish,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,1,1,0,PIC/fish_hake_t_coated.png
"Fish, hake, 0t coated, fried in soy oil",102,20.9,0,1.4,0,Fish,100,"Vegan,  DiabeticFriendly",0,0,0,0,1,0,0,1,1,0,PIC/fish_hake_t_coated1.png
"Fish, hake, baked with lemon juice and soy oil",101,20.1,0.3,1.5,0.1,Fish,100,"Vegan,  DiabeticFriendly",0,0,0,0,1,0,0,1,1,0,PIC/fish_hake_baked_with.png
"Fish, hake, floured, fried in soy oil",175,19.1,5.5,7.9,0,Fish,100,"Vegan,  DiabeticFriendly",1,0,0,0,1,0,0,1,1,0,PIC/fish_hake_floured_fried.png
"Fish, hake, coated, fried in soy oil",200,18.4,9.2,9.2,0.3,Fish,100,"Vegan,  DiabeticFriendly",0,0,0,0,1,0,0,1,1,0,PIC/fish_hake_coated_fried.png
"Fish, hake, baked with lemon juice and olive oil",99,19.8,0.3,1.5,0.1,Fish,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,1,1,0,PIC/fish_hake_baked_lemon.png
"Fish, hake, baked with potatoes, ca0la oil, mustard and mayonnaise",101,20.1,0.3,1.5,0.1,Fish,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,1,0,1,1,0,PIC/fish_hake_coated_fried1.png
"Fish, mullet, baked with lemon juice, with soy oil",260,24.3,0.6,17.9,0.1,Fish,100,"Vegan,  DiabeticFriendly",0,0,0,0,1,0,0,1,1,0,PIC/fish_hake_baked_lemon1.png
"Fish, mullet, coated without breadcrumbs, fried without oil",260,24.7,6.2,15,0.1,Fish,100,"Vegan,  DiabeticFriendly",1,0,0,0,0,0,0,1,1,0,PIC/fish_mullet_coated_without.png
"Fish, mullet, baked or broiled, oil added in cooking",176,23.7,0.1,8.3,0,Fish,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,1,1,0,PIC/fish_mullet_baked_or.png
"Fish, mullet, 0t coated, fried in soy oil",255,25.7,0.3,16.8,0,Fish,100,"Vegan,  DiabeticFriendly",0,0,0,0,1,0,0,1,1,0,PIC/fish_mullet_t_coated.png
"Fish, mullet, coated, fried in ca0la oil, (without flour)",307,23,5.7,21.3,0.3,Fish,100,"Vegan,  DiabeticFriendly",1,0,0,0,0,0,0,1,1,0,PIC/fish_mullet_coated_fried.png
"Fish, mullet, fried in ca0la oil, floured",310,23.3,6.1,21.4,0,Fish,100,"Vegan,  DiabeticFriendly",1,0,0,0,0,0,0,1,1,0,PIC/fish_mullet_fried_in.png
"Fish, mullet,  cooked with tomato sauce and soy oil",154,12,2.1,10.8,1.2,Fish,100,"Vegan,  DiabeticFriendly",0,0,0,0,1,0,0,1,1,0,fish_mullet_fried_soy.png
"Fish, red mullet, grilled",150,24.8,0,4.9,,Fish,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,1,1,0,PIC/fish_red_mullet_grilled.png
"Fish, red mullet, floured, fried, fat 0t added",169,23.2,7,4.4,0,Fish,100,"Vegan,  DiabeticFriendly",1,0,0,0,0,0,0,1,1,0,PIC/fish_mullet_floured_fried.png
"Fish, red mullet, 0t coated, fried in ca0la oil",152,23.9,0,5.5,0,Fish,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,1,1,0,PIC/fish_red_mullet_fried_ca0la.png
"Fish, red mullet, 0t coated, fried in soy oil",152,23.9,0,5.5,0,Fish,100,"Vegan,  DiabeticFriendly",0,0,0,0,1,0,0,1,1,0,PIC/fish_red_mullet_fried_soy.png
"Fish, ocean perch, baked with lemon juice and soy oil",138,18.3,0.3,6.6,0.1,Fish,100,"Vegan,  DiabeticFriendly",0,0,0,0,1,0,0,1,1,0,PIC/fish_mullet_baked_margarine.png
"Fish, Nile perch, cooked, fat 0t added",98,19,0,1.9,0,Fish,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,1,1,0,PIC/fish_nile_perch_cooked.png
"Fish, Nile perch, coated, fried without oil",154,19.9,9.2,3.4,0.3,Fish,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,1,1,0,PIC/fish_nile_perch_coated_fried.png
"Fish, Nile perch, chraimeh, cooked with tomato sauce and ca0la oil",100,10.4,2.6,5,1.5,Fish,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,1,1,0,PIC/fish_nile_perch_chraimeh.png
"Fish, Nile perch, cooked",127,25.3,0.4,2.7,0,Fish,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,1,1,0,PIC/fish_nile_perch_cooked1.png
"Fish, Nile perch, baked with vegetables and soy oil",105,11,2.5,5.2,1.9,Fish,100,"Vegan,  DiabeticFriendly",0,0,0,0,1,0,0,1,1,0,PIC/fish_nile_perch_baked.png
"Fish, Nile perch, grilled with lemon juice, with soy oil",142,18.8,0.3,6.8,0.1,Fish,100,"Vegan,  DiabeticFriendly",0,0,0,0,1,0,0,1,1,0,PIC/fish_nile_perch_baked1.png
"Fish, Nile perch, baked without additional fat",121,23.9,0,2.1,0,Fish,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,1,1,0,PIC/fish_nile_perch_baked2.png
"Fish, Nile perch, patties, fried in ca0la oil",187,16.8,6.3,10,0.3,Fish,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,1,1,0,PIC/fish_nile_perch_patties.png
"Fish, Nile perch, coated, fried in sunflower oil",207,18.5,8.5,10.4,0.3,Fish,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,1,1,0,PIC/fish_nile_perch_coated.png
"Fish, Nile perch, coated, fried in ca0la oil",207,18.5,8.5,10.4,0.3,Fish,100,"Vegan,  DiabeticFriendly",0,0,0,0,0,0,0,1,1,0,PIC/fish_nile_perch_coated1.png
"Fish, Nile perch, coated, fried in soy oil",207,18.5,8.5,10.4,0.3,Fish,100,"Vegan,  DiabeticFriendly",0,0,0,0,1,0,0,1,1,0,PIC/fish_nile_perch_coated2.png
"Fish, Nile perch, cooked with picante sauce, with soy oil",118,11.4,4.9,5.4,2.8,Fish,100,"Vegan,  DiabeticFriendly",0,0,0,0,1,0,0,1,1,0,PIC/fish_nile_perch_cooked3.png
